Train_ID,Train_Name,Source,Destination,Route,Date,Departure_Time,Day_of_Week,Is_Weekend,Is_Holiday,Platform_Number,Num_Coaches,Seat_Capacity,Passenger_Count,Seat_Occupancy_Percent,Delay_Minutes,Weather,Season,Demand_Level
TR256,Duronto Express,Hyderabad,Lucknow,Hyderabad-Lucknow,13-01-2025,00:34,Monday,0,0,4,12,864,836,96.76,5,Clear,Summer,High
TR297,Shatabdi Express,Kolkata,Vizag,Kolkata-Vizag,07-10-2025,00:52,Tuesday,0,1,6,15,1080,1133,104.91,42,Clear,Winter,High
TR283,Duronto Express,Chennai,Jaipur,Chennai-Jaipur,20-04-2025,02:26,Sunday,1,0,3,19,1368,914,66.81,39,Clear,Summer,Medium
TR228,Duronto Express,Delhi,Jaipur,Delhi-Jaipur,01-05-2025,00:19,Thursday,0,0,4,12,864,908,105.09,0,Fog,Winter,High
TR670,Duronto Express,Bangalore,Pune,Bangalore-Pune,18-06-2025,23:03,Wednesday,0,0,5,17,1224,894,73.04,14,Clear,Winter,Medium
TR415,Shatabdi Express,Bangalore,Pune,Bangalore-Pune,08-04-2025,02:02,Tuesday,0,0,6,18,1296,1309,101,1,Fog,Summer,High
TR863,Intercity Express,Delhi,Lucknow,Delhi-Lucknow,06-02-2025,07:31,Thursday,0,0,7,19,1368,1152,84.21,13,Clear,Summer,Medium
TR500,Intercity Express,Mumbai,Pune,Mumbai-Pune,07-07-2025,11:44,Monday,0,0,3,14,1008,657,65.18,18,Cloudy,Summer,Medium
TR908,Duronto Express,Hyderabad,Pune,Hyderabad-Pune,27-07-2025,16:00,Sunday,1,0,1,16,1152,946,82.12,10,Clear,Winter,Medium
TR817,Rajdhani Express,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,05-10-2025,03:54,Sunday,1,0,10,13,936,828,88.46,25,Cloudy,Winter,Medium
TR530,Duronto Express,Mumbai,Jaipur,Mumbai-Jaipur,03-09-2025,20:06,Wednesday,0,0,10,16,1152,764,66.32,0,Rainy,Monsoon,Medium
TR675,Duronto Express,Mumbai,Lucknow,Mumbai-Lucknow,19-12-2025,13:09,Friday,0,0,6,15,1080,608,56.3,3,Clear,Summer,Low
TR671,Rajdhani Express,Bangalore,Jaipur,Bangalore-Jaipur,21-07-2025,14:02,Monday,0,0,2,11,792,407,51.39,0,Fog,Monsoon,Low
TR300,Garib Rath,Delhi,Pune,Delhi-Pune,25-09-2025,05:20,Thursday,0,0,4,13,936,872,93.16,19,Fog,Winter,High
TR979,Intercity Express,Mumbai,Nagpur,Mumbai-Nagpur,21-02-2025,11:48,Friday,0,0,2,15,1080,866,80.19,21,Rainy,Summer,Medium
TR838,Duronto Express,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,17-07-2025,05:14,Thursday,0,0,2,8,576,386,67.01,0,Fog,Summer,Medium
TR308,Intercity Express,Hyderabad,Nagpur,Hyderabad-Nagpur,01-07-2025,07:59,Tuesday,0,0,7,17,1224,667,54.49,0,Clear,Monsoon,Low
TR309,Shatabdi Express,Chennai,Vizag,Chennai-Vizag,25-08-2025,05:37,Monday,0,0,6,9,648,526,81.17,19,Cloudy,Summer,Medium
TR335,Duronto Express,Delhi,Jaipur,Delhi-Jaipur,16-12-2025,16:30,Tuesday,0,0,6,17,1224,1041,85.05,12,Clear,Monsoon,Medium
TR594,Garib Rath,Kolkata,Lucknow,Kolkata-Lucknow,04-02-2025,23:48,Tuesday,0,0,10,18,1296,1156,89.2,10,Clear,Winter,Medium
TR298,Intercity Express,Mumbai,Nagpur,Mumbai-Nagpur,21-04-2025,04:55,Monday,0,0,7,12,864,671,77.66,6,Clear,Winter,Medium
TR594,Shatabdi Express,Kolkata,Ahmedabad,Kolkata-Ahmedabad,18-01-2025,05:45,Saturday,1,0,2,9,648,372,57.41,0,Cloudy,Monsoon,Low
TR636,Duronto Express,Hyderabad,Nagpur,Hyderabad-Nagpur,27-08-2025,22:51,Wednesday,0,0,2,8,576,348,60.42,9,Cloudy,Summer,Medium
TR965,Shatabdi Express,Mumbai,Jaipur,Mumbai-Jaipur,27-02-2025,16:44,Thursday,0,0,4,9,648,643,99.23,5,Rainy,Winter,High
TR728,Intercity Express,Bangalore,Lucknow,Bangalore-Lucknow,16-07-2025,19:37,Wednesday,0,0,10,8,576,579,100.52,0,Fog,Summer,High
TR971,Intercity Express,Mumbai,Ahmedabad,Mumbai-Ahmedabad,11-01-2025,10:05,Saturday,1,0,4,10,720,603,83.75,14,Fog,Monsoon,Medium
TR141,Rajdhani Express,Mumbai,Vizag,Mumbai-Vizag,18-03-2025,13:50,Tuesday,0,0,9,11,792,622,78.54,24,Cloudy,Summer,Medium
TR362,Rajdhani Express,Chennai,Vizag,Chennai-Vizag,08-08-2025,18:05,Friday,0,0,7,19,1368,990,72.37,7,Rainy,Summer,Medium
TR544,Duronto Express,Bangalore,Pune,Bangalore-Pune,02-08-2025,20:49,Saturday,1,0,3,12,864,869,100.58,29,Clear,Monsoon,High
TR457,Intercity Express,Mumbai,Pune,Mumbai-Pune,24-02-2025,01:14,Monday,0,0,1,14,1008,1008,100,0,Clear,Summer,High
TR396,Shatabdi Express,Hyderabad,Jaipur,Hyderabad-Jaipur,05-10-2025,13:52,Sunday,1,0,8,15,1080,892,82.59,4,Clear,Summer,Medium
TR364,Rajdhani Express,Bangalore,Jaipur,Bangalore-Jaipur,22-07-2025,22:34,Tuesday,0,0,6,11,792,418,52.78,11,Cloudy,Winter,Low
TR546,Rajdhani Express,Kolkata,Jaipur,Kolkata-Jaipur,15-12-2025,10:51,Monday,0,0,7,15,1080,840,77.78,14,Rainy,Monsoon,Medium
TR497,Rajdhani Express,Kolkata,Nagpur,Kolkata-Nagpur,24-11-2025,07:27,Monday,0,0,3,12,864,584,67.59,19,Fog,Summer,Medium
TR740,Garib Rath,Chennai,Ahmedabad,Chennai-Ahmedabad,19-08-2025,19:47,Tuesday,0,0,4,11,792,754,95.2,11,Rainy,Winter,High
TR678,Garib Rath,Kolkata,Nagpur,Kolkata-Nagpur,26-07-2025,19:42,Saturday,1,0,7,8,576,369,64.06,6,Fog,Summer,Medium
TR866,Duronto Express,Kolkata,Vizag,Kolkata-Vizag,31-05-2025,14:12,Saturday,1,0,6,19,1368,1377,100.66,6,Clear,Summer,High
TR790,Duronto Express,Chennai,Pune,Chennai-Pune,10-01-2025,04:42,Friday,0,0,9,9,648,438,67.59,0,Fog,Summer,Medium
TR549,Garib Rath,Mumbai,Nagpur,Mumbai-Nagpur,06-10-2025,00:40,Monday,0,0,7,14,1008,985,97.72,0,Fog,Monsoon,High
TR369,Shatabdi Express,Mumbai,Nagpur,Mumbai-Nagpur,07-05-2025,06:53,Wednesday,0,0,8,14,1008,834,82.74,11,Clear,Winter,Medium
TR572,Duronto Express,Chennai,Ahmedabad,Chennai-Ahmedabad,13-10-2025,08:12,Monday,0,0,8,15,1080,566,52.41,0,Cloudy,Summer,Low
TR344,Rajdhani Express,Delhi,Jaipur,Delhi-Jaipur,15-11-2025,13:34,Saturday,1,0,2,20,1440,1030,71.53,30,Rainy,Summer,Medium
TR599,Rajdhani Express,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,20-02-2025,13:05,Thursday,0,0,8,8,576,466,80.9,16,Rainy,Winter,Medium
TR703,Intercity Express,Delhi,Lucknow,Delhi-Lucknow,14-10-2025,01:45,Tuesday,0,0,5,10,720,599,83.19,8,Cloudy,Monsoon,Medium
TR206,Garib Rath,Mumbai,Pune,Mumbai-Pune,20-02-2025,03:19,Thursday,0,0,5,13,936,568,60.68,0,Fog,Winter,Medium
TR777,Rajdhani Express,Mumbai,Nagpur,Mumbai-Nagpur,27-03-2025,19:35,Thursday,0,0,4,11,792,770,97.22,1,Rainy,Monsoon,High
TR285,Intercity Express,Hyderabad,Lucknow,Hyderabad-Lucknow,23-02-2025,19:02,Sunday,1,0,6,19,1368,694,50.73,20,Rainy,Summer,Low
TR876,Garib Rath,Hyderabad,Lucknow,Hyderabad-Lucknow,30-04-2025,04:20,Wednesday,0,0,10,18,1296,977,75.39,22,Rainy,Summer,Medium
TR983,Duronto Express,Delhi,Lucknow,Delhi-Lucknow,29-12-2025,14:21,Monday,0,0,1,20,1440,1180,81.94,7,Fog,Summer,Medium
TR141,Garib Rath,Delhi,Ahmedabad,Delhi-Ahmedabad,06-09-2025,07:32,Saturday,1,0,3,15,1080,1022,94.63,25,Cloudy,Winter,High
TR704,Duronto Express,Bangalore,Vizag,Bangalore-Vizag,12-08-2025,03:05,Tuesday,0,0,10,13,936,937,100.11,0,Rainy,Winter,High
TR573,Rajdhani Express,Hyderabad,Vizag,Hyderabad-Vizag,25-11-2025,07:51,Tuesday,0,0,6,8,576,440,76.39,0,Rainy,Summer,Medium
TR526,Shatabdi Express,Kolkata,Lucknow,Kolkata-Lucknow,23-01-2025,11:45,Thursday,0,0,2,10,720,720,100,9,Rainy,Winter,High
TR712,Garib Rath,Bangalore,Lucknow,Bangalore-Lucknow,06-07-2025,02:02,Sunday,1,0,9,13,936,841,89.85,30,Fog,Winter,Medium
TR542,Garib Rath,Mumbai,Nagpur,Mumbai-Nagpur,02-05-2025,07:24,Friday,0,0,6,18,1296,973,75.08,0,Fog,Monsoon,Medium
TR997,Intercity Express,Kolkata,Vizag,Kolkata-Vizag,17-08-2025,20:27,Sunday,1,0,1,8,576,460,79.86,32,Rainy,Summer,Medium
TR659,Garib Rath,Hyderabad,Lucknow,Hyderabad-Lucknow,30-10-2025,13:30,Thursday,0,0,4,20,1440,1471,102.15,31,Fog,Winter,High
TR733,Garib Rath,Delhi,Vizag,Delhi-Vizag,20-09-2025,02:37,Saturday,1,1,10,16,1152,835,72.48,2,Cloudy,Winter,Medium
TR467,Shatabdi Express,Hyderabad,Lucknow,Hyderabad-Lucknow,19-10-2025,12:14,Sunday,1,0,3,12,864,603,69.79,0,Cloudy,Summer,Medium
TR644,Garib Rath,Kolkata,Nagpur,Kolkata-Nagpur,25-10-2025,11:40,Saturday,1,0,7,18,1296,1328,102.47,3,Clear,Summer,High
TR443,Garib Rath,Bangalore,Vizag,Bangalore-Vizag,17-01-2025,11:22,Friday,0,0,6,13,936,574,61.32,22,Rainy,Monsoon,Medium
TR214,Intercity Express,Hyderabad,Jaipur,Hyderabad-Jaipur,04-10-2025,16:51,Saturday,1,0,10,15,1080,783,72.5,27,Rainy,Monsoon,Medium
TR875,Garib Rath,Delhi,Ahmedabad,Delhi-Ahmedabad,05-11-2025,06:59,Wednesday,0,0,7,19,1368,1431,104.61,18,Clear,Summer,High
TR218,Intercity Express,Delhi,Pune,Delhi-Pune,30-12-2025,19:29,Tuesday,0,0,10,16,1152,733,63.63,19,Clear,Summer,Medium
TR713,Duronto Express,Bangalore,Ahmedabad,Bangalore-Ahmedabad,27-03-2025,20:52,Thursday,0,0,4,13,936,848,90.6,0,Rainy,Summer,High
TR202,Duronto Express,Mumbai,Ahmedabad,Mumbai-Ahmedabad,22-09-2025,18:56,Monday,0,0,6,10,720,640,88.89,15,Fog,Winter,Medium
TR636,Rajdhani Express,Chennai,Nagpur,Chennai-Nagpur,22-09-2025,22:00,Monday,0,0,5,19,1368,755,55.19,1,Fog,Summer,Low
TR498,Intercity Express,Hyderabad,Nagpur,Hyderabad-Nagpur,02-09-2025,12:07,Tuesday,0,0,3,12,864,946,109.49,24,Fog,Winter,High
TR705,Shatabdi Express,Hyderabad,Pune,Hyderabad-Pune,03-08-2025,20:49,Sunday,1,0,8,14,1008,952,94.44,16,Cloudy,Monsoon,High
TR190,Duronto Express,Hyderabad,Nagpur,Hyderabad-Nagpur,25-04-2025,07:37,Friday,0,0,8,17,1224,680,55.56,23,Fog,Summer,Low
TR718,Shatabdi Express,Hyderabad,Nagpur,Hyderabad-Nagpur,16-03-2025,17:34,Sunday,1,0,4,12,864,799,92.48,0,Rainy,Monsoon,High
TR518,Shatabdi Express,Mumbai,Jaipur,Mumbai-Jaipur,19-03-2025,00:18,Wednesday,0,0,3,15,1080,1163,107.69,0,Clear,Summer,High
TR356,Rajdhani Express,Bangalore,Ahmedabad,Bangalore-Ahmedabad,19-06-2025,00:54,Thursday,0,0,5,8,576,343,59.55,21,Clear,Monsoon,Low
TR560,Duronto Express,Kolkata,Vizag,Kolkata-Vizag,18-01-2025,07:43,Saturday,1,0,7,18,1296,1235,95.29,19,Cloudy,Monsoon,High
TR907,Intercity Express,Kolkata,Jaipur,Kolkata-Jaipur,01-05-2025,07:05,Thursday,0,0,9,16,1152,655,56.86,0,Clear,Summer,Low
TR261,Shatabdi Express,Chennai,Ahmedabad,Chennai-Ahmedabad,10-05-2025,22:40,Saturday,1,0,4,18,1296,1201,92.67,5,Cloudy,Monsoon,High
TR749,Rajdhani Express,Bangalore,Pune,Bangalore-Pune,19-07-2025,21:29,Saturday,1,0,9,13,936,572,61.11,34,Cloudy,Summer,Medium
TR887,Shatabdi Express,Chennai,Nagpur,Chennai-Nagpur,14-07-2025,05:38,Monday,0,0,10,18,1296,758,58.49,8,Fog,Winter,Low
TR205,Garib Rath,Kolkata,Ahmedabad,Kolkata-Ahmedabad,14-04-2025,04:08,Monday,0,0,8,15,1080,1077,99.72,0,Cloudy,Summer,High
TR254,Shatabdi Express,Delhi,Vizag,Delhi-Vizag,24-12-2025,18:21,Wednesday,0,0,10,18,1296,955,73.69,19,Clear,Winter,Medium
TR227,Garib Rath,Hyderabad,Pune,Hyderabad-Pune,07-01-2025,08:19,Tuesday,0,0,7,11,792,594,75,27,Fog,Winter,Medium
TR193,Garib Rath,Chennai,Ahmedabad,Chennai-Ahmedabad,29-07-2025,23:16,Tuesday,0,0,4,12,864,685,79.28,23,Clear,Winter,Medium
TR442,Duronto Express,Bangalore,Pune,Bangalore-Pune,29-06-2025,02:24,Sunday,1,1,5,14,1008,803,79.66,31,Rainy,Summer,Medium
TR419,Duronto Express,Kolkata,Pune,Kolkata-Pune,25-11-2025,13:05,Tuesday,0,0,2,19,1368,756,55.26,32,Fog,Monsoon,Low
TR912,Duronto Express,Hyderabad,Jaipur,Hyderabad-Jaipur,16-08-2025,01:49,Saturday,1,0,6,12,864,849,98.26,0,Cloudy,Winter,High
TR915,Garib Rath,Bangalore,Pune,Bangalore-Pune,17-02-2025,07:32,Monday,0,0,4,10,720,435,60.42,10,Clear,Winter,Medium
TR229,Duronto Express,Chennai,Lucknow,Chennai-Lucknow,14-01-2025,01:13,Tuesday,0,0,9,12,864,618,71.53,0,Rainy,Summer,Medium
TR153,Intercity Express,Mumbai,Pune,Mumbai-Pune,22-07-2025,05:34,Tuesday,0,0,4,9,648,396,61.11,1,Clear,Summer,Medium
TR151,Duronto Express,Mumbai,Pune,Mumbai-Pune,18-05-2025,02:32,Sunday,1,0,1,14,1008,564,55.95,0,Cloudy,Monsoon,Low
TR292,Rajdhani Express,Kolkata,Nagpur,Kolkata-Nagpur,29-04-2025,14:35,Tuesday,0,1,9,17,1224,921,75.25,26,Fog,Summer,Medium
TR567,Shatabdi Express,Mumbai,Pune,Mumbai-Pune,08-06-2025,00:25,Sunday,1,0,9,20,1440,908,63.06,1,Clear,Winter,Medium
TR477,Duronto Express,Delhi,Pune,Delhi-Pune,22-08-2025,09:19,Friday,0,0,8,8,576,603,104.69,6,Fog,Summer,High
TR993,Shatabdi Express,Bangalore,Jaipur,Bangalore-Jaipur,10-04-2025,03:39,Thursday,0,0,1,15,1080,687,63.61,29,Fog,Monsoon,Medium
TR103,Intercity Express,Mumbai,Nagpur,Mumbai-Nagpur,03-07-2025,04:27,Thursday,0,0,8,8,576,307,53.3,0,Clear,Winter,Low
TR959,Shatabdi Express,Mumbai,Vizag,Mumbai-Vizag,15-06-2025,04:52,Sunday,1,0,6,14,1008,937,92.96,0,Clear,Monsoon,High
TR745,Rajdhani Express,Mumbai,Nagpur,Mumbai-Nagpur,02-02-2025,20:59,Sunday,1,1,8,15,1080,982,90.93,16,Fog,Monsoon,High
TR464,Shatabdi Express,Chennai,Vizag,Chennai-Vizag,25-12-2025,06:25,Thursday,0,1,9,16,1152,1140,98.96,43,Clear,Monsoon,High
TR169,Garib Rath,Bangalore,Vizag,Bangalore-Vizag,09-07-2025,13:40,Wednesday,0,0,10,12,864,454,52.55,0,Cloudy,Summer,Low
TR969,Intercity Express,Hyderabad,Nagpur,Hyderabad-Nagpur,02-05-2025,02:01,Friday,0,0,8,11,792,650,82.07,0,Rainy,Summer,Medium
TR279,Intercity Express,Chennai,Jaipur,Chennai-Jaipur,11-11-2025,05:44,Tuesday,0,0,9,8,576,544,94.44,0,Rainy,Monsoon,High
TR782,Garib Rath,Bangalore,Ahmedabad,Bangalore-Ahmedabad,08-05-2025,17:25,Thursday,0,0,4,17,1224,887,72.47,23,Clear,Winter,Medium
TR911,Shatabdi Express,Mumbai,Lucknow,Mumbai-Lucknow,05-08-2025,17:38,Tuesday,0,0,5,19,1368,1127,82.38,26,Clear,Summer,Medium
TR440,Intercity Express,Mumbai,Jaipur,Mumbai-Jaipur,25-10-2025,12:29,Saturday,1,0,10,18,1296,1009,77.85,0,Rainy,Summer,Medium
TR474,Garib Rath,Bangalore,Pune,Bangalore-Pune,27-04-2025,23:06,Sunday,1,0,3,8,576,327,56.77,11,Clear,Summer,Low
TR597,Intercity Express,Kolkata,Lucknow,Kolkata-Lucknow,18-12-2025,03:11,Thursday,0,0,6,19,1368,1040,76.02,37,Rainy,Summer,Medium
TR812,Intercity Express,Bangalore,Pune,Bangalore-Pune,07-09-2025,07:50,Sunday,1,0,6,17,1224,745,60.87,0,Fog,Winter,Medium
TR967,Garib Rath,Delhi,Nagpur,Delhi-Nagpur,12-01-2025,13:57,Sunday,1,0,6,16,1152,1221,105.99,16,Fog,Summer,High
TR258,Duronto Express,Mumbai,Pune,Mumbai-Pune,24-12-2025,16:38,Wednesday,0,0,1,16,1152,713,61.89,0,Cloudy,Summer,Medium
TR493,Duronto Express,Hyderabad,Jaipur,Hyderabad-Jaipur,22-11-2025,12:59,Saturday,1,0,9,20,1440,1561,108.4,30,Fog,Monsoon,High
TR205,Rajdhani Express,Delhi,Jaipur,Delhi-Jaipur,26-04-2025,10:02,Saturday,1,0,8,11,792,432,54.55,0,Cloudy,Monsoon,Low
TR179,Intercity Express,Hyderabad,Vizag,Hyderabad-Vizag,24-07-2025,07:54,Thursday,0,0,5,11,792,844,106.57,24,Clear,Monsoon,High
TR996,Duronto Express,Bangalore,Ahmedabad,Bangalore-Ahmedabad,20-07-2025,17:01,Sunday,1,0,7,17,1224,725,59.23,3,Fog,Monsoon,Low
TR899,Rajdhani Express,Delhi,Pune,Delhi-Pune,13-04-2025,17:10,Sunday,1,0,5,19,1368,857,62.65,18,Clear,Summer,Medium
TR786,Intercity Express,Bangalore,Pune,Bangalore-Pune,14-06-2025,17:37,Saturday,1,0,1,15,1080,1179,109.17,5,Clear,Winter,High
TR535,Garib Rath,Mumbai,Ahmedabad,Mumbai-Ahmedabad,01-08-2025,15:31,Friday,0,0,6,17,1224,1091,89.13,20,Clear,Monsoon,Medium
TR300,Duronto Express,Delhi,Vizag,Delhi-Vizag,21-09-2025,06:01,Sunday,1,1,10,13,936,822,87.82,32,Clear,Monsoon,Medium
TR831,Rajdhani Express,Hyderabad,Nagpur,Hyderabad-Nagpur,15-12-2025,16:50,Monday,0,0,9,15,1080,688,63.7,12,Rainy,Monsoon,Medium
TR523,Intercity Express,Mumbai,Lucknow,Mumbai-Lucknow,06-06-2025,11:34,Friday,0,0,9,14,1008,776,76.98,9,Clear,Winter,Medium
TR370,Duronto Express,Bangalore,Pune,Bangalore-Pune,07-03-2025,01:19,Friday,0,0,4,9,648,638,98.46,25,Cloudy,Winter,High
TR710,Shatabdi Express,Chennai,Pune,Chennai-Pune,05-09-2025,06:40,Friday,0,0,8,18,1296,834,64.35,14,Fog,Monsoon,Medium
TR943,Duronto Express,Bangalore,Vizag,Bangalore-Vizag,05-10-2025,18:06,Sunday,1,0,1,8,576,321,55.73,16,Clear,Winter,Low
TR682,Duronto Express,Kolkata,Nagpur,Kolkata-Nagpur,08-05-2025,07:50,Thursday,0,0,4,8,576,592,102.78,13,Fog,Winter,High
TR415,Rajdhani Express,Delhi,Vizag,Delhi-Vizag,09-03-2025,10:12,Sunday,1,0,8,20,1440,1381,95.9,0,Fog,Winter,High
TR241,Rajdhani Express,Kolkata,Pune,Kolkata-Pune,23-11-2025,11:47,Sunday,1,0,4,13,936,777,83.01,0,Rainy,Summer,Medium
TR553,Rajdhani Express,Bangalore,Pune,Bangalore-Pune,14-02-2025,07:59,Friday,0,1,1,14,1008,620,61.51,0,Clear,Winter,Medium
TR345,Garib Rath,Chennai,Nagpur,Chennai-Nagpur,14-04-2025,13:45,Monday,0,0,8,19,1368,1014,74.12,9,Rainy,Summer,Medium
